study_time,score
42.472407130841745,85.01431671983518
77.04285838459498,131.07917731990446
63.919636508684306,117.25586641105899
55.919509051822196,74.0657298587199
29.36111842654619,60.74659932225661
29.35967122017216,69.39619540293442
23.485016730091967,77.39593576626069
71.97056874649611,120.18179984563946
56.06690070459253,91.97294701349098
62.48435466776273,106.20017634787605
21.23506965774815,65.58363625215334
78.19459112971967,142.22315333947475
69.94655844802531,116.97343461553238
32.74034664069657,76.8095314577452
30.909498032426036,67.82041028885966
31.00427059120603,81.03608074480239
38.254534577572265,66.85100545819812
51.48538589793427,92.31314664793489
45.916701118526944,82.99342938080807
37.47374841188251,54.25789839584198
56.71117368334277,109.5085646809828
28.36963163912251,66.4702765413821
37.528678912113094,76.36972021780656
41.9817105976215,79.45375889580505
47.364199053022155,69.81573744877701
67.11055768358082,114.35615668389084
31.980426929501583,62.82992264635083
50.8540663048167,84.24694041890078
55.54487413172255,100.89802552259368
22.787024763199863,60.24129999701787
56.4526911140863,132.97182518928742
30.23144742123749,67.96583832433383
23.903095579116773,59.71789922951662
76.93313223519999,134.28300961630748
77.93792198447356,108.1253147472247
68.50384088698766,122.35805319874324
38.27682615040224,78.31869237471875
25.86032684038303,95.73912194785383
61.053981590729414,108.69555791437728
46.40914962437608,94.1369345715683
27.32229409068673,60.46276459045144
49.71061460667621,77.03575134572134
22.063311266913104,70.23730911809497
74.55922412472692,143.117831677392
35.52679889600101,85.15567754964721
59.75133706123892,95.9861937699373
38.70266456536466,99.09591151208846
51.20408127066865,75.77835596411876
52.80261676059678,108.00678154789922
31.091267331531622,99.4937353844471
78.17507766587352,122.40457162184995
66.50796940166687,111.26748815845873
76.36993649385136,136.04967521709165
73.68964102565893,122.9823267267454
55.87399872866511,80.55104662700568
75.312454101387,133.9971257741709
25.30955012311517,42.029769478781176
31.758971745148713,74.7423440772508
22.713637334632285,40.27909248844138
39.519819845795865,102.5287458439569
43.320637381368925,73.23215668700983
36.28094190643375,69.59049011656549
69.72425054911577,136.7891340842187
41.40519960161536,63.64483465591371
36.85607058124285,78.69600489092622
52.56176498949491,118.44978879847878
28.45545349848576,38.57093172931023
68.13181884524238,124.96723614584813
24.473038620786248,60.60779984490573
79.21321619603104,150.5471673707062
66.33468615779944,100.94776857352792
31.922940892050345,48.07756214181138
20.331327027416144,58.326114025377684
68.92768570729005,127.84629865943288
62.41144063085703,117.37455370147369
63.74043008245924,120.8073682661435
66.27622080115674,109.21396037805775
24.44267910404542,60.14782411348318
41.507943712656356,86.65800266846475
26.952143571507783,49.71294408686616
71.78620555253562,155.6659259959748
57.39788760965347,113.20432522815702
39.85388149115895,61.9112697786987
23.813501017161418,65.56855565524957
38.65893930293973,63.36818390099977
39.51099932160482,91.07276803854401
63.77637070028384,133.0434897355368
58.253448281312785,95.06993764669352
73.23276455457959,144.2997887705342
48.33289550971696,98.69105716862292
27.1756547562981,73.09438453436451
62.7946872333797,142.64392558987876
65.64710291701385,114.78983263547772
53.67663185416978,89.20890531589232
66.25803079727366,106.04432975152766
49.62773578186344,82.2044493983136
51.363969762919645,95.8894290031679
45.652461101512976,93.59597127451912
21.52514760464571,56.43808339691885
26.473485619598268,72.11797716493776
